path,file_type,status,categories_pd,counts_by_category,uz_level,estimated_volume,processing_time_sec
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\.ipynb_checkpoints\Untitled-checkpoint.ipynb,ipynb,unsupported,,,NO_PD,none,0.0016
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\.ipynb_checkpoints\crowler-checkpoint.ipynb,ipynb,unsupported,,,NO_PD,none,0.0044
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\.ipynb_checkpoints\pii_scan_results-checkpoint.csv,csv,ok,phone; inn; bank_card; snils; email,phone:16; inn:11; bank_card:123; snils:2; email:1,UZ-2,medium,2.3773
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\.ipynb_checkpoints\pii_scanner_hackathon-checkpoint.ipynb,ipynb,unsupported,,,NO_PD,none,0.0016
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\.ipynb_checkpoints\test-checkpoint.ipynb,ipynb,unsupported,,,NO_PD,none,0.0046
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\.ipynb_checkpoints\toc-checkpoint.txt,txt,unsupported,,,NO_PD,none,0.0048
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\HACKATHON_CASE.md,md,unsupported,,,NO_PD,none,0.0043
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\lost+found\#349389,unknown,unsupported,,,NO_PD,none,0.0056
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\lost+found\#469418,unknown,unsupported,,,NO_PD,none,0.0019
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\lost+found\#591990,unknown,unsupported,,,NO_PD,none,0.0048
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\lost+found\#607968,unknown,unsupported,,,NO_PD,none,0.0055
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\lost+found\#685295,unknown,unsupported,,,NO_PD,none,0.005
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\lost+found\#872002,unknown,unsupported,,,NO_PD,none,0.0031
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\lost+found\#942021,unknown,unsupported,,,NO_PD,none,0.0052
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\lost+found\#958615,unknown,unsupported,,,NO_PD,none,0.0062
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza00d00\50308888-8889.tif,image,ok,,,NO_PD,none,0.0139
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza01f00\0011839665.tif,image,ok,,,NO_PD,none,0.0116
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza04e00\2040765768.tif,image,ok,,,NO_PD,none,0.0137
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza17e00\2031309105.tif,image,ok,,,NO_PD,none,0.0133
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza20e00\04303523-a.tif,image,ok,,,NO_PD,none,0.0133
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza23d00\513327776_513327782.tif,image,ok,,,NO_PD,none,0.011
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza27d00\2075165787.tif,image,ok,,,NO_PD,none,0.0121
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza29e00\2501172233_2501172290.tif,image,ok,,,NO_PD,none,0.0125
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza42d00\2050801870_1873.tif,image,ok,,,NO_PD,none,0.0129
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza43e00\2042537535.tif,image,ok,,,NO_PD,none,0.0124
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza44e00\2023086413.tif,image,ok,,,NO_PD,none,0.0127
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza49e00\2501298013.tif,image,ok,,,NO_PD,none,0.0134
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza50f00\0000269666.tif,image,ok,,,NO_PD,none,0.0129
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza51c00\2085779941.tif,image,ok,,,NO_PD,none,0.0135
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza54c00\80702501.tif,image,ok,,,NO_PD,none,0.0128
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza57d00\2048755106.tif,image,ok,,,NO_PD,none,0.0141
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza58c00\2083822795.tif,image,ok,,,NO_PD,none,0.013
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza61e00\00620531.tif,image,ok,,,NO_PD,none,0.0118
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza65e00\2046440775.tif,image,ok,,,NO_PD,none,0.0129
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza70e00\92023499_92023505.tif,image,ok,,,NO_PD,none,0.0136
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza81c00\2501741170_1183.tif,image,ok,,,NO_PD,none,0.0133
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza90d00\522746807+-6808.tif,image,ok,,,NO_PD,none,0.0141
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza93c00\2057800212.tif,image,ok,,,NO_PD,none,0.0146
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza94a00\2063196920.tif,image,ok,,,NO_PD,none,0.0139
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza94d00\505945066_505945074.tif,image,ok,,,NO_PD,none,0.0154
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza96e00\2057680263.tif,image,ok,,,NO_PD,none,0.0136
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\a\zza99d00\500068563.tif,image,ok,,,NO_PD,none,0.0142
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb02a00\2023382980_2023382987.tif,image,ok,,,NO_PD,none,0.0139
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb02c00\2080731994.tif,image,ok,,,NO_PD,none,0.0153
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb03e00\2046468258.tif,image,ok,,,NO_PD,none,0.0141
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb06d00\50491022-1023.tif,image,ok,,,NO_PD,none,0.0139
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb09d00\50426112-6114.tif,image,ok,,,NO_PD,none,0.0147
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb10a00\10350601_10350605.tif,image,ok,,,NO_PD,none,0.0151
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb11d00\519689266+-9274.tif,image,ok,,,NO_PD,none,0.0145
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb14c00\2069729124.tif,image,ok,,,NO_PD,none,0.0161
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb24c00\2080143458.tif,image,ok,,,NO_PD,none,0.0138
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb26d00\50546182-6182.tif,image,ok,,,NO_PD,none,0.0107
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb27e00\2028703073.tif,image,ok,,,NO_PD,none,0.016
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb32d00\2501929589.tif,image,ok,,,NO_PD,none,0.0158
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb38c00\508851993+-1993.tif,image,ok,,,NO_PD,none,0.0162
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb42e00\2062498262.tif,image,ok,,,NO_PD,none,0.0152
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb51a00\0071067500.tif,image,ok,,,NO_PD,none,0.0166
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb55c00\2076071228b.tif,image,ok,,,NO_PD,none,0.0175
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb56d00\CTRSP-FILES027573-75.tif,image,ok,,,NO_PD,none,0.016
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb61d00\518079699+-9712.tif,image,ok,,,NO_PD,none,0.0163
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb67d00\2024298010_8018.tif,image,ok,,,NO_PD,none,0.0328
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb70f00\0011989252.tif,image,ok,,,NO_PD,none,0.0142
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb77c00\2084396137_6138.tif,image,ok,,,NO_PD,none,0.0178
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb82c00\2078772581.tif,image,ok,,,NO_PD,none,0.0357
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb82e00\2040183521.tif,image,ok,,,NO_PD,none,0.0182
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb83f00\0001142383.tif,image,ok,,,NO_PD,none,0.0133
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb85f00\0060116558.tif,image,ok,,,NO_PD,none,0.0144
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb90c00\2501855195_5202.tif,image,ok,,,NO_PD,none,0.0141
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb91e00\01409855.tif,image,ok,,,NO_PD,none,0.0141
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb94a00\2063195729.tif,image,ok,,,NO_PD,none,0.0148
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\b\zzb96d00\tcal0414257.tif,image,ok,,,NO_PD,none,0.0143
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc00d00\50313867-3869.tif,image,ok,,,NO_PD,none,0.0142
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc05c00\2064296407_6455.tif,image,ok,,,NO_PD,none,0.0144
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc08d00\2072341081d_1082.tif,image,ok,,,NO_PD,none,0.0157
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc09e00\2041408964.tif,image,ok,,,NO_PD,none,0.0153
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc10f00\0000544864.tif,image,ok,,,NO_PD,none,0.0144
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc12c00\2085112782b_2783.tif,image,ok,,,NO_PD,none,0.0145
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc19c00\2505280805_0807.tif,image,ok,,,NO_PD,none,0.0151
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc25a00\528339733+-9733.tif,image,ok,,,NO_PD,none,0.0152
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc26c00\2083183167c_3168.tif,image,ok,,,NO_PD,none,0.0551
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc27e00\2028706323.tif,image,ok,,,NO_PD,none,0.0157
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc39c00\2084511715_1716.tif,image,ok,,,NO_PD,none,0.0157
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc42e00\2500122743.tif,image,ok,,,NO_PD,none,0.0169
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc44e00\2000457615_2000457620.tif,image,ok,,,NO_PD,none,0.0249
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc46d00\50684262-4263.tif,image,ok,,,NO_PD,none,0.0159
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc50c00\ti17180287.tif,image,ok,,,NO_PD,none,0.0155
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc52d00\2023567144.tif,image,ok,,,NO_PD,none,0.0147
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc52f00\tob14300.78_tob14300.80.tif,image,ok,,,NO_PD,none,0.015
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc53a00\2065088945.tif,image,ok,,,NO_PD,none,0.0171
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc53e00\2061991348.tif,image,ok,,,NO_PD,none,0.0199
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc58d00\2062521131_1132.tif,image,ok,,,NO_PD,none,0.0151
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc63a00\518623059+-3062.tif,image,ok,,,NO_PD,none,0.0154
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc64e00\1001894221.tif,image,ok,,,NO_PD,none,0.0157
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc70e00\85872405_85872407.tif,image,ok,,,NO_PD,none,0.0288
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc74e00\1003185521.tif,image,ok,,,NO_PD,none,0.0174
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc75f00\0060202280.tif,image,ok,,,NO_PD,none,0.0144
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc83c00\2041158002.tif,image,ok,,,NO_PD,none,0.0145
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc85d00\503782317.tif,image,ok,,,NO_PD,none,0.0138
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc85f00\0060117201.tif,image,ok,,,NO_PD,none,0.0139
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\c\zzc90f00\0011898456.tif,image,ok,,,NO_PD,none,0.0138
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\x\zzx14d00\507710669_507710670.tif,image,ok,,,NO_PD,none,0.0138
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\x\zzx21d00\515944308+-4308.tif,image,ok,,,NO_PD,none,0.0138
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\x\zzx23d00\512841566_512841567.tif,image,ok,,,NO_PD,none,0.0143
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\x\zzx25f00\0060206275.tif,image,ok,,,NO_PD,none,0.0213
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\x\zzx32d00\2069531424.tif,image,ok,,,NO_PD,none,0.0138
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\x\zzx33e00\2044073803.tif,image,ok,,,NO_PD,none,0.0175
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\x\zzx36d00\50649664-9664.tif,image,ok,,,NO_PD,none,0.014
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\x\zzx45f00\0060051277.tif,image,ok,,,NO_PD,none,0.0109
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\x\zzx51e00\03747860.tif,image,ok,,,NO_PD,none,0.0138
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\x\zzx61c00\2084061184.tif,image,ok,,,NO_PD,none,0.0137
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\x\zzx70d00\517756535+-6535.tif,image,ok,,,NO_PD,none,0.014
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\x\zzx72d00\518075755.tif,image,ok,,,NO_PD,none,0.0141
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\x\zzx79c00\50244030-4037.tif,image,ok,,,NO_PD,none,0.0141
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\x\zzx80a00\0060000673.tif,image,ok,,,NO_PD,none,0.015
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\x\zzx84f00\0060352267.tif,image,ok,,,NO_PD,none,0.014
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\x\zzx86c00\2071133389.tif,image,ok,,,NO_PD,none,0.0174
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\x\zzx89c00\40002609-2610.tif,image,ok,,,NO_PD,none,0.015
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\x\zzx90a00\0060062976.tif,image,ok,,,NO_PD,none,0.0142
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\x\zzx91d00\71329566.tif,image,ok,,,NO_PD,none,0.014
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\x\zzx98e00\2031513374.tif,image,ok,,,NO_PD,none,0.0168
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy02a00\2023473560.tif,image,ok,,,NO_PD,none,0.0172
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy03e00\2046109202.tif,image,ok,,,NO_PD,none,0.0186
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy04d00\507995262.tif,image,ok,,,NO_PD,none,0.0178
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy05c00\2076734459.tif,image,ok,,,NO_PD,none,0.015
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy06d00\50536499-6500.tif,image,ok,,,NO_PD,none,0.0152
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy19e00\2501033072.tif,image,ok,,,NO_PD,none,0.0154
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy21d00\518303671+-3672.tif,image,ok,,,NO_PD,none,0.0121
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy22c00\2069739965.tif,image,ok,,,NO_PD,none,0.0147
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy25a00\81871212_1213.tif,image,ok,,,NO_PD,none,0.0147
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy25e00\2024090592.tif,image,ok,,,NO_PD,none,0.0147
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy29c00\2505402423.tif,image,ok,,,NO_PD,none,0.0149
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy29d00\501859325.tif,image,ok,,,NO_PD,none,0.0147
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy30e00\87003967_87003968.tif,image,ok,,,NO_PD,none,0.015
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy33e00\2043655434.tif,image,ok,,,NO_PD,none,0.0157
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy35c00\2083542628.tif,image,ok,,,NO_PD,none,0.0147
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy35e00\2040765681.tif,image,ok,,,NO_PD,none,0.0139
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy41d00\518208662+-8663.tif,image,ok,,,NO_PD,none,0.0139
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy49c00\PUBLICATIONS003667-3.tif,image,ok,,,NO_PD,none,0.0141
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy52e00\2056599150.tif,image,ok,,,NO_PD,none,0.0146
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy55a00\530919692+-9693.tif,image,ok,,,NO_PD,none,0.0144
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy57c00\2073415682.tif,image,ok,,,NO_PD,none,0.0139
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy68d00\502865567_502865617.tif,image,ok,,,NO_PD,none,0.0137
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy70a00\0060140228.tif,image,ok,,,NO_PD,none,0.0141
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy70c00\1001402342.tif,image,ok,,,NO_PD,none,0.0138
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy79e00\0000176593.tif,image,ok,,,NO_PD,none,0.0329
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy80d00\522738348+-8349.tif,image,ok,,,NO_PD,none,0.0143
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy89c00\40005199-5206.tif,image,ok,,,NO_PD,none,0.0138
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy94a00\2064334043b.tif,image,ok,,,NO_PD,none,0.0138
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\y\zzy95c00\2072568903a.tif,image,ok,,,NO_PD,none,0.0148
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\z\zzz01f00\0001252956.tif,image,ok,,,NO_PD,none,0.0143
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\z\zzz07d00\tnwl0007597.tif,image,ok,,,NO_PD,none,0.0141
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\z\zzz27c00\2041511979.tif,image,ok,,,NO_PD,none,0.0143
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\z\zzz28e00\1005103556.tif,image,ok,,,NO_PD,none,0.0149
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\z\zzz35c00\2083513848.tif,image,ok,,,NO_PD,none,0.0143
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\z\zzz46d00\40015701-5701.tif,image,ok,,,NO_PD,none,0.0145
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\z\zzz52c00\2076160631.tif,image,ok,,,NO_PD,none,0.0144
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\z\zzz53c00\2064818721.tif,image,ok,,,NO_PD,none,0.0138
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\z\zzz57d00\2029289405.tif,image,ok,,,NO_PD,none,0.0147
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\z\zzz62e00\2057077308.tif,image,ok,,,NO_PD,none,0.0145
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\z\zzz70d00\517751228+-1230.tif,image,ok,,,NO_PD,none,0.0143
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\z\zzz77d00\2064857737.tif,image,ok,,,NO_PD,none,0.0148
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\z\zzz83c00\2057775423.tif,image,ok,,,NO_PD,none,0.015
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\z\zzz85c00\2073684077.tif,image,ok,,,NO_PD,none,0.0152
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\z\zzz86c00\2070718633.tif,image,ok,,,NO_PD,none,0.0187
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Архив сканы\z\zzz97c00\527802957+-2958.tif,image,ok,,,NO_PD,none,0.0151
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Выгрузки\Логистика\customers.csv,csv,ok,fio,fio:4847,UZ-3,large,4.2403
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Выгрузки\Логистика\logistics.csv,csv,ok,phone; special_health,phone:35956; special_health:16,UZ-1,large,26.2136
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Выгрузки\Логистика\products.csv,csv,ok,,,NO_PD,none,0.3526
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Выгрузки\Логистика\sales.csv,csv,ok,phone,phone:20000,UZ-3,large,16.0966
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Выгрузки\Логистика\sample.md,md,unsupported,,,NO_PD,none,0.0046
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Выгрузки\Логистика\stores.csv,csv,ok,fio,fio:1,UZ-4,small,0.0178
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Выгрузки\Сайты\0.gif,image,ok,,,NO_PD,none,0.0102
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Выгрузки\Сайты\0701773238d6e3cd0d9015b3067bbd4d.jpg,image,ok,,,NO_PD,none,0.0097
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Выгрузки\Сайты\0_a6315_aaf0ed1a_XL.jpg,image,ok,,,NO_PD,none,0.011
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Выгрузки\Сайты\0_cfd27_ad5e0b81_XXL.jpg,image,ok,,,NO_PD,none,0.0107
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Выгрузки\Сайты\1000820_600.jpg,image,ok,,,NO_PD,none,0.0091
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Выгрузки\Сайты\10063_900.jpg,image,ok,,,NO_PD,none,0.011
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Выгрузки\Сайты\10177_900.jpg,image,ok,,,NO_PD,none,0.0107
C:\Coding\pytorchlabs\ПДнDataset\ПДнDataset\share\Выгрузки\Сайты\101f2a672991992f5274e7a903ef2aa8.jpg,image,ok,,,NO_PD,none,0.0127
